,Unnamed: 0,id,text,Pasien,Usia pasien,Penyakit,Gejala,Tindakan,Outcome,Pertanyaan,Pembuka,Penyebab,Prakondisi,Objek,Penutup,Waktu
89,89,458-1-616,Kondisi Adhd sulit untuk membedakan spektrum tanda-tanda autisme,0,0,1,0,0,0,0,0,0,0,0,0,0
90,90,457-1-0,"Halo, wahyu.",0,0,0,0,0,0,0,1,0,0,0,0,0
91,91,456-1-0,alodoks dewasa memiliki penyakit adhd anak,0,0,1,0,0,0,1,1,0,0,0,0,0
92,92,456-1-138,Ini seperti memiliki adhd.,0,1,0,0,0,0,0,0,0,0,0,0,0
93,93,456-1-240,Sangat jarang untuk memiliki konflik lalu lintas digunakan untuk mendorong kecepatan di atas.,0,0,0,1,0,0,0,0,0,0,0,0,0
94,94,456-1-399,Kadang-kadang sulit untuk bersantai. cobalah untuk bersantai. berpikir tentang berdiri.,0,0,0,1,0,0,0,0,0,0,0,0,0
95,95,456-1-648,terima kasih,0,0,0,0,0,0,0,0,0,0,0,1,0
96,96,455-1-0,dari Bukankah itu?,0,0,0,0,0,0,0,0,0,0,0,0,0
97,97,454-1-0,Anjuran lakukan,0,0,0,0,0,0,0,0,0,0,0,0,0
98,98,453-1-0,Semoga itu membantu./ Ya.,0,0,0,0,0,0,0,0,0,0,0,1,0
99,99,452-1-0,menyarankan bahwa wali anak memiliki diskusi,0,0,0,0,1,0,0,0,0,0,0,0,0
100,100,452-1-67,Ahli penasihat psikiater direktif arah memilih jenis sekolah terbaik,0,0,0,0,1,1,0,0,0,0,0,0,0
101,101,451-1-0,Sehubungan dengan gejala anak adhd berbeda tingkat keparahan,0,0,1,0,0,0,0,0,0,0,0,0,0
102,102,451-1-92,tergantung pada penanganan intensif,0,0,0,0,0,0,0,0,1,0,0,0,0
103,103,451-1-166,"Anak-anak adhd pergi ke sekolah biasa, sekolah-sekolah inklusif berdampingan, anak-anak usia normal.",0,0,1,0,0,1,0,0,0,0,0,0,0
104,104,451-1-315,Gejala - gejalanya cenderung memaksa pendidikan sekolah yang teratur berupa sekolah - sekolah inklusif untuk mencelakai anak itu,0,0,0,0,1,1,0,0,0,0,0,0,0
105,105,451-1-483,Guru sekolah yang teratur dilatih untuk menangani adhd seorang anak.,0,0,1,0,0,0,0,0,0,0,0,0,0
106,106,450-1-0,perhatian yang kurang efektif gangguan mental disorder discusfokus itu cenderung menjadi impulsif hiperaktif,0,0,1,1,0,0,0,0,0,0,0,0,0
107,107,450-1-177,Penanganan Adhd mengganggu prestasi belajar seorang anak,0,0,1,0,0,1,0,0,0,0,0,0,0
108,108,450-1-279,Gangguan ini harus dideteksi. kualitas profesional kehidupan meningkat.,0,0,0,0,1,1,0,0,0,0,0,0,0
109,109,448-1-0,"Halo, terima kasih, pertanyaan.",0,0,0,0,0,0,0,1,0,0,0,0,0
110,110,449-1-0,Hapus adhd,0,0,0,0,0,0,1,0,0,0,0,0,0
111,111,447-1-0,"Dokter menyukai anak-anak, sekolah anak-anak punya sekolah sekolah biasa, anak-anak bersekolah di sekolah biasa.",0,0,1,0,1,1,1,1,0,0,0,0,0
112,112,446-1-0,Semoga itu membantu./ Ya.,0,0,0,0,0,0,0,0,0,0,0,1,0
113,113,445-1-0,Seiring dengan gaya hidup yang sehat,0,0,0,0,1,0,0,0,0,0,0,0,0
114,114,444-1-0,membantu memilih lingkungan sosial untuknya,0,0,0,0,1,0,0,0,0,0,0,0,0
115,115,443-1-0,"Hindari alkohol, narkoba, alkohol, psikotropika, zat adiktif.",0,0,0,0,1,0,0,0,0,0,1,0,0
116,116,442-1-0,batasi penggunaan gadget,0,0,0,0,1,0,0,0,0,0,0,0,0
117,117,441-1-0,Jangan biarkan adikmu melakukan kegiatan yang berbahaya.,0,0,0,0,1,0,0,0,0,0,0,0,0
118,118,440-1-0,Mengajari seorang saudari untuk mengurus pelatihannya sendiri meningkatkan empati orang-orang.,0,0,0,0,1,0,0,0,0,0,0,0,0
119,119,439-1-0,"Minta si adik untuk berinteraksi dengannya, tolong cari solusinya, perlakukan dia dengan lembut.",0,0,0,0,1,1,0,0,0,0,0,0,0
120,120,438-1-0,pasien anggota keluarga terkoordinasi memperbaiki kondisi kakak,0,0,0,0,1,0,0,0,0,0,0,0,0
121,121,437-1-0,"Lakukan, saudaraku.",0,0,0,0,1,0,0,0,0,0,0,0,0
122,122,436-1-0,Kondisinya secara alami menunjukkan menemaninya periksa secara langsung dengan psikiater terdekat.,0,0,0,0,1,1,0,0,0,1,0,0,0
123,123,435-1-0,mengurutkan pidato seringkali berulang-ulang sulit untuk berkonsentrasi logika nyamuk sulit untuk dibicarakan,0,0,0,1,0,0,0,0,0,0,0,0,0
124,124,435-1-382,Menginterupsi orang-orang di sekitarnya bertahan dari aktivitas terbatas fungsi usia seorang anak terkena faktor yang mendalam seperti gangguan spektrum spektim gangguan perhatian kurang aktif gangguan mental gangguan kepribadian mental schzoaffective skizofrenia cedera,0,0,1,0,1,1,0,0,0,0,0,0,0
125,125,434-1-0,"Halo, terima kasih, pertanyaan.",0,0,0,0,0,0,0,1,0,0,0,0,0
126,126,433-1-0,"Terima kasih, dok.",0,0,0,0,0,0,0,0,0,0,0,1,0
127,127,432-1-0,"Masuk akal, orang normal yang berbeda.",0,0,0,0,0,0,0,0,0,0,0,0,0
128,128,432-1-81,Ya.,0,0,0,0,0,0,1,0,0,0,0,0,0
129,129,432-1-106,Penyakit kakak./ Gangguannya.,0,0,0,0,0,0,0,0,0,0,0,0,0
130,130,431-1-0,Ajak psikolog untuk jalan-jalan.,0,0,0,0,1,1,0,0,0,0,0,0,0
131,131,430-1-0,"Dokter, adik sakit.",0,0,0,0,0,0,1,0,0,0,0,0,0
132,132,430-1-55,Di mana keluarga mengambil obat?,0,0,0,0,0,0,1,0,0,0,0,0,0
133,133,429-1-0,hari libur,0,0,0,0,0,0,0,0,0,0,0,0,1
134,134,429-1-31,"Pembicaraan keliling, Nona Siska menikah.",0,0,0,0,0,0,0,0,0,0,0,0,0
135,135,429-1-99,Nona Siska adalah salah satu mantan gurunya.,0,0,0,0,0,0,0,0,0,0,0,0,0
136,136,429-1-142,"Ya, dia suka bicara.",0,0,0,1,0,0,0,0,0,0,0,0,0
137,137,428-1-0,Hal itu menghasilkan cara bersosialisasi untuk berkomunikasi seperti orang normal.,0,0,0,0,0,1,0,0,0,0,0,0,0
138,138,427-1-0,Logikanya berkembang.,0,0,0,1,0,0,0,0,0,0,0,0,0
139,139,427-1-51,Sopan santun suka mengatakan bicara konsentrasi logika jalan,0,0,0,1,0,0,0,0,0,0,0,0,0
140,140,427-1-203,Ngomong-ngomong soal kembaranmu.,0,0,0,1,0,0,0,0,0,0,0,0,0
141,141,427-1-230,Loves repetative motions,0,0,0,1,0,0,0,0,0,0,0,0,0
142,142,426-1-0,"Selamat siang, Dok.",0,0,0,0,0,0,0,0,0,0,0,0,0
143,143,426-1-18,Adiknya berpikir dia tumbuh.,1,1,0,1,0,0,0,0,0,0,0,0,0
144,144,425-1-0,Salam.,0,0,0,0,0,0,0,0,0,0,0,1,0
145,145,424-1-0,Semoga itu membantu./ Ya.,0,0,0,0,0,0,0,0,0,0,0,1,0
146,146,423-1-0,melakukan meditasi yoga relaksasi,0,0,0,0,1,0,0,0,0,0,0,0,0
147,147,422-1-0,Lakukan latihan rutin.,0,0,0,0,1,0,0,0,0,0,0,0,0
148,148,421-1-0,Cobalah untuk melakukan rutinitas lambat sekitar mendengarkan musik.,0,0,0,0,1,0,0,0,0,0,0,0,0
149,149,420-1-0,Cobalah menulis buku catatan atau catatan telepon. Lakukan.,0,0,0,0,1,1,0,0,0,0,0,0,0
150,150,419-1-0,Alihkan pikiran negatif kegiatan positif kesenangan,0,0,0,0,1,0,0,0,0,0,0,0,0
151,151,418-1-0,Jangan sendirian,0,0,0,0,1,0,0,0,0,0,0,0,0
152,152,417-1-0,Sulit untuk bercerita tentang menulisnya di buku catatan.,0,0,0,0,1,0,0,0,0,0,1,0,0
153,153,416-1-0,Orang-orang percaya pada teman-teman mereka.,0,0,0,0,1,0,0,0,0,0,0,0,0
154,154,415-1-0,Beristirahatlah.,0,0,0,0,1,0,0,0,0,0,0,0,0
155,155,412-1-0,kondisi alami akibat gangguan kecemasan kondisional gangguan panik ptsd post traumat stress disorder condition,0,0,1,0,0,0,0,0,1,0,0,0,0
156,156,412-1-194,Menyebabkan kondisi konsultan psikiater,0,0,0,0,1,0,0,0,0,0,0,0,0
157,157,412-1-307,Dokter melakukan wawancara singkat mengenai kondisi pemeriksaan fisik.,0,0,0,0,1,0,0,0,0,0,0,0,0
158,158,412-1-456,penyebab kondisi penanganan yang sesuai,0,0,0,0,0,1,0,0,0,0,0,0,0
159,159,411-1-0,itu sulit untuk direncakan sudah menjadi ciri hiperaktivitas yang melanggar aturan mental karakteristik itu agak sulit untuk direnungkan sudah menjadi ciri khas sekarang ini sudah menjadi ciri khas masyarakat sekarang juga ahhhhh sudah tua,0,0,1,1,0,1,0,0,0,1,0,0,1
160,160,411-1-423,keadaan adhd dewasa memiliki riwayat adhd,0,0,1,0,0,0,0,0,0,0,0,0,0
161,161,411-1-516,memiliki adhd sejarah,0,0,1,0,0,0,0,0,0,0,0,0,0
162,162,407-1-0,memahami perasaan,0,0,0,0,0,0,0,0,0,0,0,0,0
163,163,407-1-38,Orang-orang merasakan kesedihan.,0,0,0,0,0,1,0,0,0,0,0,0,0
164,164,407-1-147,Tampaknya sedih disertai dengan faktor pemicu.,0,0,0,0,0,1,0,0,0,1,0,0,0
165,165,407-1-240,Pemeriksaan evaluasi gangguan aktivitas dari hari ke hari.,0,0,0,0,1,1,0,0,0,0,0,0,0
166,166,404-1-0,"Terima kasih, dokter.",0,0,0,0,0,0,0,1,0,0,0,0,0
167,167,403-1-0,"Halo, putri.",0,0,0,0,0,0,0,1,0,0,0,0,0
168,168,400-1-0,terbaik,0,0,0,0,0,0,0,0,0,0,0,1,0
169,169,398-1-0,Peneliti tinggal di Vietnam tugas di atas kemungkinan.,0,0,0,0,0,1,0,0,0,0,0,0,0
170,170,398-1-122,teman telah adhd menyarankan menambahkan pemeriksaan checklist,0,0,1,0,0,0,1,0,0,0,0,0,0
171,171,398-1-233,jangan menghilangkan rasa takut kurang membantu fokus,0,0,0,0,0,1,1,0,0,0,0,0,0
172,172,398-1-353,Terima kasih atas bantuanmu.,0,0,0,0,0,0,0,0,0,0,0,1,0
173,173,394-1-0,minggu teman keluarga meninggal,0,0,0,0,0,0,0,0,1,0,0,0,1
174,174,394-1-64,Sulit untuk fokus sulit untuk menetapkan prioritas.,0,0,0,1,0,1,0,0,0,0,0,0,0
175,175,394-1-400,Takut pagi hari.,0,0,0,0,0,1,0,0,0,0,0,0,0
176,176,392-1-0,dokter,0,0,0,0,0,0,0,1,0,0,0,0,0
177,177,391-1-0,Salam.,0,0,0,0,0,0,0,0,0,0,0,1,0
178,178,390-1-0,Semoga itu membantu./ Ya.,0,0,0,0,0,0,0,0,0,0,0,1,0
179,179,389-1-0,Ambil seorang anak,0,0,0,0,1,0,0,0,0,0,0,0,0
180,180,388-1-0,Membawa seorang anak ke aktivitas fisik setidaknya dalam satu menit,0,0,0,0,1,0,0,0,0,0,0,0,1
181,181,387-1-0,membatasi anak-anak menonton televisi bermain video game telepon komputer,0,0,0,0,1,0,0,0,0,0,0,0,0
182,182,386-1-0,mengatur jadwal tidur anak - anak secara teratur,0,0,0,0,1,0,0,0,0,0,0,0,0
183,183,385-1-0,"Bantu seorang anak mengatur kehidupannya, mengatur kegiatannya, menjaga lingkungannya tetap rapi.",0,0,0,0,1,0,0,0,0,0,0,0,0
184,184,384-1-0,Anjuran lakukan,0,0,0,0,0,0,0,0,0,0,0,0,1
185,185,383-1-0,adhd keadaan alami anak,1,0,1,0,0,0,0,0,0,0,0,0,0
186,186,383-1-129,Anak-anak sulit berkonsentrasi hiperaktif menderita adhd,0,0,1,1,0,0,0,0,0,0,0,0,0
187,187,383-1-206,Prognosis adhd serangkaian pemeriksaan evaluasi,0,0,1,0,1,0,0,0,0,0,0,0,0
188,188,383-1-290,spesialis konsultasi anak menentukan kondisi anak normal adhd kondisi,0,0,1,0,1,0,0,0,0,0,0,0,0
189,189,382-1-0,perkembangan motorik sosial anak,0,0,0,0,0,1,0,0,0,0,0,0,0
190,190,382-1-99,Faktor genetis lingkungan mempengaruhi perkembangan anak,0,0,0,0,0,1,0,0,1,0,0,0,0
191,191,382-1-167,Kondisi anak-anak adalah bahwa anak-anak memiliki aktivitas dalam penyaluran energi anak-anak nyaman menyebabkan kondisi anak-anak sulit untuk mengatur emosi mereka perhatian mereka terhadap gangguan hiperaktif adhd salah pengembangan remaja dewasa.,0,0,1,0,0,1,0,0,1,0,0,0,0
192,192,382-1-584,gejala adhd anak muncul usia,0,0,1,0,0,0,0,0,0,0,0,0,0
193,193,382-1-647,Gejala Adhd sulit untuk fokus pada perilaku hiperaktif dan impulsif,0,0,0,1,0,0,0,0,0,0,0,0,0
194,194,375-1-0,"Terima kasih, dokter.",0,0,0,0,0,0,0,1,0,0,0,0,0
195,195,374-1-0,Halo Maurha,0,0,0,0,0,0,0,1,0,0,0,0,0
196,196,244-1-0,"Dokterku adalah seorang anak dari bulan September, dia masih anak-anak.",1,1,0,0,0,0,0,0,0,0,0,0,0
197,197,244-1-61,Mengekspresikan perilaku anak sebagian besar,0,0,0,1,0,0,0,0,0,0,0,0,0
198,198,244-1-157,"Sulit untuk diam, sulit untuk menunggu.",0,0,0,1,0,0,0,0,0,0,0,0,0
199,199,244-1-507,lompat duduk,0,0,0,1,0,0,0,0,0,0,0,0,0
200,200,244-1-545,Berjalan di pijat kadang-kadang melompat alami ya gejala doc seorang anak menderita adhd,0,0,1,1,0,0,1,0,0,0,0,0,0
201,201,243-1-0,Kuharap itu sepadan.,0,0,0,0,0,0,0,0,0,0,0,1,0
202,202,243-1-55,Terima kasih.,0,0,0,0,0,0,0,0,0,0,0,1,0
203,203,242-1-0,Periksa anak dokter anak psikiater putri apos; s pengobatan menurut kondisi anak apos; s adhd,1,0,1,0,1,1,0,0,0,0,0,0,0
204,204,241-1-0,Adhd terapi gejala bertahap remaja menyebabkan gangguan sosial kinerjanya sangat parah ini mengembangkan gangguan kepribadian antisosial pada usia dewasa.,0,0,0,0,0,1,0,0,0,1,0,0,1
205,205,240-1-0,Gejala Adhd meningkatkan terapi medis bersama dengan dukungan keluarga,0,0,1,0,1,1,0,0,0,0,0,0,0
206,206,240-1-117,Keadaan pemulihan Adhd menyesuaikan gejala - gejala anak,0,0,1,0,0,0,0,0,0,0,0,0,0
207,207,239-1-0,Terapi Adhd mencakup pelajaran keluarga yang berkaitan dengan berurusan dengan anak - anak dengan adhd diajarkan untuk menerapkan pujian atas hukuman perilaku yang mengarahkan kegiatan sehari - hari seorang anak sesuai dengan kesanggupannya,1,0,1,0,1,0,0,0,0,0,0,0,0
208,208,238-1-0,Ini obat psikoterapi yang mendukung kualitas hidup.,0,0,0,0,1,1,0,0,0,0,1,0,0
209,209,237-1-0,perhatian yang terbatas pada gangguan hiperaktivitas mental disorder anak-anak sudah ditandai anak-anak yang keras untuk khawatir kalau perilakunya menjadi agresif dan hiperaktif,0,0,1,1,0,0,0,0,0,0,0,0,0
210,210,236-1-0,"Halo, terima kasih, pertanyaan.",0,0,0,0,0,0,0,1,0,0,0,0,0
211,211,235-1-0,Terima kasih.,0,0,0,0,0,0,0,0,0,0,0,1,0
212,212,234-1-0,Lebih baik anak adhd mengikuti thirapy,1,0,1,0,1,0,1,0,0,1,0,0,0
213,213,233-1-0,Adhd anak terapi dok Hallo berada di bawah kendali,1,0,1,0,0,1,1,1,0,0,0,0,0
214,214,232-1-0,"Terima kasih, kuharap kau membantu.",0,0,0,0,0,0,0,0,0,0,0,1,0
215,215,231-1-0,"Dengan anak pasien, kondisinya adalah ya, Adhd membutuhkan perawatan khusus.",1,0,0,0,1,0,0,0,1,0,0,0,0
216,216,231-1-127,"Pantau kondisi pertumbuhan anak, perkembangan anak adalah gangguan kontrol rutin, dokter terapis anak.",1,0,0,0,1,0,0,0,0,0,0,0,0
217,217,230-1-0,"Makanan macam apa yang dikonsumsi oleh orang-orang adhd yang makan protein yang baik otak kacang daging telur, salmon keju ikan tuna.",0,0,1,0,0,1,0,0,0,0,1,0,0
218,218,230-1-178,Para penderita add makanan mengkonsumsi makanan rendah karbohidrat membatasi beras kentang putih gula,0,0,1,0,0,0,0,0,0,0,1,0,0
219,219,230-1-336,Makanan dilarang.,0,0,0,0,1,0,0,0,0,0,0,0,0
220,220,230-1-379,Hindari makan makanan cepat saji-berlimpah makanan-dipaketkan makanan ringan.,0,0,0,0,1,0,0,0,0,0,1,0,0
221,221,229-1-0,perhatian yang tidak memadai untuk hiperaktivitas disorder salah jenis pendisposisi mental yang ditandai anak itu keras karena sudah terbiasa menjadi sangat hiperaktif,0,0,1,1,0,0,0,0,0,0,0,0,0
222,222,229-1-185,Diagnosa Adhd dipaksa bekerja sama dengan psikiater dokter anak.,0,0,1,0,1,0,0,0,0,0,0,0,0
