,id,text,Pasien,Usia pasien,Penyakit,Gejala,Tindakan,Outcome,Pertanyaan,Pembuka,Penyebab,Prakondisi,Objek,Penutup,Waktu
48,790-1-990,Tolong jawab aku karena aku tidak tahu apa yang salah denganku.,0,0,0,0,0,0,0,0,0,0,0,0,0
49,476-1-0,"Informasi demikian dapat disampaikan, semoga bermanfaat.",0,0,0,0,0,0,0,0,0,0,0,1,0
50,476-1-62,Terima kasih.,0,0,0,0,0,0,0,0,0,0,0,1,0
51,475-1-0,Gejala yang Anda bicarakan mungkin merupakan tanda atau gejala autisme pada anak Anda.,0,0,1,0,0,0,0,0,0,0,0,0,0
52,475-1-95,"Tetapi, ini tidak pasti karena gejala - gejala dapat menyerupai gangguan atau kondisi lain seperti ADHD, gangguan kecemasan, sindrom Asperger, dan reaksi trauma yang penuh kekerasan.",0,0,1,0,0,0,0,0,0,0,0,0,0
53,475-1-277,"Oleh karena itu, untuk memastikan, sebaiknya Anda berkonsultasi dengan dokter anak guna mendapatkan pemeriksaan agar anak Anda bertumbuh, sehingga diagnosis dan perawatannya dapat dilakukan dengan benar.",0,0,0,0,1,1,0,0,0,0,0,0,0
54,474-1-0,Autisme atau Autism Spectrum Disorders) adalah gangguan perkembangan yang dapat menyebabkan keterampilan berkomunikasi dan bersosialisasi anak - anak terganggu.,0,0,1,0,0,1,0,0,0,0,0,0,0
55,474-1-150,Gejala autisme dapat mulai muncul pada usia 2-4.,0,0,0,0,0,0,0,0,0,0,0,0,0
56,474-1-212,"Gejala bisa berupa berbagai kesulitan komunikasi, sulit untuk memulai percakapan dan memahami niat atau instruksi orang lain, mengatakan satu kata berulang-ulang, mengamuk, mengalami kesulitan bersosialisasi atau tidak mudah berteman, marah atau menangis tanpa alasan yang jelas, hanya menyukai dan mengkonsumsi makanan tertentu, melakukan gerakan berulang-ulang seperti berayun-ayun, hanya menyukai objek atau topik tertentu, melakukan kegiatan seperti menggigit kepalanya ke dinding, memiliki bahasa kaku, dan tidur.",0,0,0,1,0,0,0,0,0,0,0,0,0
57,473-1-0,"Terima kasih sudah bertanya pada dokter Alo,",0,0,0,0,0,0,0,1,0,0,0,0,0
58,472-1-0,"Alo Haryati,",0,0,0,0,0,0,0,1,0,0,0,0,0
59,471-1-0,Dokter putriku sekarang berusia 5 tahun tapi sejak dia berusia 3 tahun dia marah dia melukai dirinya sambil memukul-mukul tubuhnya seperti kepalanya dan payudaranya... ketika dia masih bayi dia tidak bisa tidur sampai dia berusia 3 tahun dia tidur jam 3 pagi.,1,1,1,1,0,1,1,0,0,0,0,0,1
60,470-1-0,"Perlu dipahami jika Anda perlu untuk mengetahui seberapa parah itu pertama, jika itu sedang dan berat itu perlu untuk sekolah khusus untuk membantu.",0,0,0,0,1,0,0,0,0,1,0,1,0
61,469-1-0,Melakukan terapi.,0,0,0,0,1,0,0,0,0,0,0,0,0
62,468-1-0,menetapkan teladan dalam melaksanakan kegiatan sehari - hari,0,0,0,0,1,0,0,0,0,0,0,0,0
63,467-1-0,membebani jadwal hari itu dan mengimbanginya,0,0,0,0,1,0,0,0,0,0,0,0,0
64,466-1-0,Menghabiskan banyak waktu dengan anak itu.,0,0,0,0,1,0,0,0,0,0,0,0,0
65,465-1-0,Para penderita adhd membutuhkan lebih banyak kesabaran dan dukungan agar dapat mengoptimalkan perkembangan anak.,0,0,1,0,1,1,0,0,0,0,0,0,0
66,465-1-119,Dalam seorang anak dengan ADHD cara itu perlu dilakukan berikut adalah seperti:,0,0,1,0,0,0,0,0,0,0,0,0,0
67,464-1-0,Autisme adalah gangguan neurodevelopment yang dapat mengakibatkan gangguan perilaku dan berinteraksi dengan orang lain.,0,0,1,0,0,1,0,0,0,0,0,0,0
68,464-1-130,autisme ini dapat disebabkan oleh segala macam hal.,0,0,0,0,0,0,0,0,0,0,0,0,0
69,464-1-184,Adapun ADHD atau Attention defisit Hyperactivity Disorder dalam perilaku yang menyebabkan hiperaktif kurang perhatian dan tindakan impulsif.,0,0,1,1,0,0,0,0,0,0,0,0,0
70,464-1-335,Kedua gangguan yang berbeda harus dipahami.,0,0,0,0,0,0,0,0,0,0,0,0,0
71,464-1-378,"Anak-anak ADHD tidak suka melakukan hal-hal setiap hari untuk waktu yang lama, berbicara tanpa henti, dan tidak fokus.",0,0,1,1,0,0,0,0,0,0,0,0,0
72,463-1-0,"Alo, terima kasih sudah bertanya pada dokter alo.",0,0,0,0,0,0,0,1,0,0,0,0,0
73,463-1-51,Aku Dr. Ainul.,0,0,0,0,0,0,0,0,0,0,0,0,0
74,462-1-0,Apakah ADHD sama dengan cacat mental atau autis ya doc?,0,0,1,0,0,0,1,0,0,0,0,0,0
75,462-1-57,Apakah seseorang dengan ADHD perlu sekolah khusus?,0,0,1,0,0,0,1,0,0,0,0,0,0
76,461-1-0,Mudah-mudahan informasi ini akan membantu.,0,0,0,0,0,0,0,0,0,0,0,1,0
77,461-1-37,Salam.,0,0,0,0,0,0,0,0,0,0,0,1,0
78,460-1-0,Anda harus berkonsultasi dengan psikolog atau psikiater untuk mendapatkan diagnosis yang pasti.,0,0,0,0,1,1,0,0,0,0,0,0,0
79,460-1-95,Kecenderungan terlibat dalam konflik atau iritasi yang tinggi mungkin juga disebabkan oleh isu - isu lain seperti gangguan kecemasan.,0,0,1,1,0,0,0,0,0,0,0,0,0
80,460-1-247,"Semakin cepat Anda berkonsultasi, semakin cepat problem Anda dapat diatasi sehingga tidak mempengaruhi sosialisasi Anda atau pekerjaan Anda.",0,0,0,0,0,1,0,0,0,1,0,0,0
81,459-1-0,ADHD tidak bisa tumbuh menjadi dewasa.,0,0,1,0,0,0,0,0,0,0,0,0,0
82,459-1-42,"ADHD telah terjadi sejak kecil, tetapi kadang - kadang tidak terdiagnosis sampai dewasa.",0,0,1,0,0,1,0,0,0,0,0,0,1
83,459-1-126,"Sebagai seorang anak, seorang anak mungkin menunjukkan gejala ADHD tetapi gejala - gejala tidak jelas karena anak - anak masih mengendalikan perilaku orang tua dan masih berada dalam struktur sekolah biasa.",0,0,1,0,1,0,0,0,0,0,0,0,0
84,459-1-334,"Seraya Anda bertambah tua di mana perilaku tidak dikendalikan oleh orang tua dan seseorang berada di lingkungan perguruan tinggi atau kantor yang lebih bebas struktural daripada sekolah, lalu gejala-gejala dapat mulai menjadi lebih jelas.",0,0,0,0,0,1,0,0,0,1,0,0,1
85,458-1-0,"Seperti yang mungkin sudah Anda ketahui, ADHD adalah sejumlah gejala dan tanda - tanda gangguan psikologis yang terutama mencakup fokus dan gangguan konsentrasi.",0,0,1,0,0,0,0,0,0,0,0,0,0
86,458-1-158,"Orang - orang ADHD memiliki kesanggupan untuk mempertahankan fokus yang singkat, sehingga bukan hal yang aneh untuk mengalami perubahan suasana hati seperti kebosanan atau kekesalan.",0,0,1,1,0,0,0,0,0,0,0,0,0
87,458-1-314,"Gejala lain yang juga menonjol adalah impulsif, di mana seseorang melakukan hal-hal tanpa berpikir, tanpa konsekuensi.",0,0,0,1,0,0,0,0,0,0,0,0,0
88,458-1-457,"Orang dengan ADHD sering kali merasa sulit untuk duduk atau berdiri diam, sering kali mengganggu percakapan orang lain, dan melakukan kegiatan fisik tanpa tujuan.",0,0,1,1,0,0,0,0,0,0,0,0,0
89,458-1-616,Kondisi ADHD sulit untuk membedakan dari spektrum autisme karena gejala dan tanda-tanda serupa.,0,0,1,0,0,0,0,0,0,0,0,0,0
90,457-1-0,Alo Wahyu.,0,0,0,0,0,0,0,1,0,0,0,0,0
91,456-1-0,"Alodok, saya ingin bertanya apakah orang dewasa dapat memiliki ADHD, atau hanya anak-anak dapat memiliki penyakit ini.",0,0,1,0,0,0,1,1,0,0,0,0,0
92,456-1-138,"Mengingat bagaimana perasaanku tentang gejalaku yang berusia 27 tahun,",0,1,0,0,0,0,0,0,0,0,0,0,0
93,456-1-240,"Untuk satu hal, saya tidak sering memiliki konflik dengan orang-orang di jalan lain ketika saya mengemudi, tapi saya terbiasa naik pada kecepatan tertinggi. """,0,0,0,1,0,0,0,0,0,0,0,0,0
94,456-1-399,"Kadang-kadang saya juga merasa sulit untuk berada dalam keadaan santai, ketika saya mencoba untuk bersantai tanpa menyadarinya, saya berpikir tentang hal-hal lain dan berdiri dari kursi hanya berjalan dari titik ke titik, lagi dan lagi.",0,0,0,1,0,0,0,0,0,0,0,0,0
95,456-1-648,"Itu adalah akhir dari pertanyaanku, terima kasih sebelumnya.",0,0,0,0,0,0,0,0,0,0,0,1,0
96,455-1-0,Aku Dr. Ainul.,0,0,0,0,0,0,0,0,0,0,0,0,0
97,454-1-0,"Sementara itu, beberapa dorongan yang dapat Anda lakukan:",0,0,0,0,0,0,0,0,0,0,0,0,0
98,453-1-0,Semoga membantu.,0,0,0,0,0,0,0,0,0,0,0,1,0
99,452-1-0,Saran kami adalah bahwa Anda mengundang wali anak untuk diskusi.,0,0,0,0,1,0,0,0,0,0,0,0,0
100,452-1-67,"Jika perlu, mintalah bimbingan dari seorang pakar, dokter, psikiater, atau psikolog agar ia dapat diberikan pengarahan dalam memilih jenis sekolah yang terbaik.",0,0,0,0,1,1,0,0,0,0,0,0,0
101,451-1-0,"Sehubungan dengan pertanyaan Anda, gejala - gejala seorang anak yang mengidap ADHD mungkin berbeda - beda hingga taraf tertentu.",0,0,1,0,0,0,0,0,0,0,0,0,0
102,451-1-92,Hal ini juga tergantung pada bagaimana intensif pengobatan diberikan.,0,0,0,0,0,0,0,0,1,0,0,0,0
103,451-1-166,"Memang, tidaklah mustahil bagi seorang anak yang memiliki ADHD untuk mengikuti sekolah biasa dan sekolah - sekolah inklusif untuk berdampingan dengan usia normal.",0,0,1,0,0,1,0,0,0,0,0,0,0
104,451-1-315,"Akan tetapi, jika gejalanya cenderung parah, pastilah mereka memaksa mereka pergi ke sekolah - sekolah biasa dan sekolah - sekolah yang inklusif bisa membahayakan anak itu sendiri.",0,0,0,0,1,1,0,0,0,0,0,0,0
105,451-1-483,Karena guru sekolah biasa belum tentu dilatih untuk menghadapi anak - anak dengan ADHD dan mempelajari problem - problem yang mungkin timbul.,0,0,1,0,0,0,0,0,0,0,0,0,0
106,450-1-0,"ADHD adalah gangguan mental yang menyulitkan para penderita untuk fokus, cenderung bersikap impulsif dan hiperaktif.",0,0,1,1,0,0,0,0,0,0,0,0,0
107,450-1-177,"Jika Anda tidak mendapatkan perawatan yang tepat, ADHD dapat sangat mengganggu kinerja belajar seorang anak.",0,0,1,0,0,1,0,0,0,0,0,0,0
108,450-1-279,"Oleh karena itu, gangguan ini diharapkan terdeteksi dan diobati sejak dini oleh seorang pakar untuk memperbaiki mutu kehidupan si penderita.",0,0,0,0,1,1,0,0,0,0,0,0,0
109,448-1-0,"Alo, terima kasih sudah bertanya.",0,0,0,0,0,0,0,1,0,0,0,0,0
110,449-1-0,"Perlu jelas, yang Anda mengacu ADHD?",0,0,0,0,0,0,1,0,0,0,0,0,0
111,447-1-0,"Dokter, saya ingin bertanya tentang seorang anak di ADHD kebetulan di sekolah. saya punya anak dengan ADHD, sedangkan di sekolah biasa, saya telah bertanya apakah anak-anak ADHD dapat pergi ke sekolah biasa?",0,0,1,0,1,1,1,1,0,0,0,0,0
112,446-1-0,Semoga membantu.,0,0,0,0,0,0,0,0,0,0,0,1,0
113,445-1-0,Menghadiri dia ke gaya hidup yang sehat sejak awal,0,0,0,0,1,0,0,0,0,0,0,0,0
114,444-1-0,Membantu memilih lingkungan sosial yang baik untuknya,0,0,0,0,1,0,0,0,0,0,0,0,0
115,443-1-0,"Jauhkan dia dari alkohol, rokok, dan NAPZA",0,0,0,0,1,0,0,0,0,0,1,0,0
116,442-1-0,Batasi dari penggunaan gadget terlalu banyak,0,0,0,0,1,0,0,0,0,0,0,0,0
117,441-1-0,Jangan biarkan adikmu membahayakan dirinya sendiri.,0,0,0,0,1,0,0,0,0,0,0,0,0
118,440-1-0,"Ajarkan adikmu untuk merawat dirinya sendiri, melatihnya untuk mandiri dan meningkatkan empatinya pada orang-orang dan benda-benda lain di sekitarnya",0,0,0,0,1,0,0,0,0,0,0,0,0
119,439-1-0,"Mintalah kakak Anda sering berinteraksi, mengenal, dan membantunya menemukan jalan keluar sewaktu ada problem, untuk memperlakukannya dengan lembut sehingga ia merasa nyaman",0,0,0,0,1,1,0,0,0,0,0,0,0
120,438-1-0,"Bersabarlah, berkoordinasilah dengan anggota keluarga lain untuk bekerja sama guna memperbaiki kondisi adik Anda",0,0,0,0,1,0,0,0,0,0,0,0,0
121,437-1-0,"Sementara itu, semua dapat Anda lakukan sebagai adik adalah:",0,0,0,0,1,0,0,0,0,0,0,0,0
122,436-1-0,"Jika Anda mendapati kondisi adik Anda sangat tidak wajar, kami menyarankan agar Anda menemani dia langsung ke dokter atau psikiater berikutnya, ya, melalui wawancara kejiwaan yang mendalam atau dengan pekerjaan darah, CT scan, EEGs, dan tes dukungan lainnya, yang kebanyakan dokter dapat menentukan penerapan yang tepat.",0,0,0,0,1,1,0,0,0,1,0,0,0
123,435-1-0,"Karena tidak dapat memilah - milah tutur kata yang baik dan kata - kata yang buruk, sering kali berbicara kepada diri sendiri, sering kali dan melakukan gerakan tubuh berulang - ulang, konsentrasi yang sulit, keterampilan berpikir yang tidak logis, bukan nyamuk sewaktu berbicara, sulit bersosialisasi, dan keterampilan berkomunikasi yang terganggu masih dapat menjadi variasi pikiran, perilaku, dan perilaku normal.",0,0,0,1,0,0,0,0,0,0,0,0,0
124,435-1-382,"Namun, jika hal ini tampaknya mengganggu orang-orang, bertahan untuk waktu yang lama, apalagi membuatnya sangat terbatas di usia mereka masa kanak-kanak, itu pasti perlu diperiksa dengan cara yang sulit, seperti spektim specorder, gangguan kekurangan hiperaktif, keterbelakangan mental, gangguan kepribadian, schizoaffectction, skizofrenia, dan sebagainya.",0,0,1,0,1,1,0,0,0,0,0,0,0
125,434-1-0,"Alo, terima kasih sudah bertanya.",0,0,0,0,0,0,0,1,0,0,0,0,0
126,433-1-0,"Terima kasih, dok.",0,0,0,0,0,0,0,0,0,0,0,1,0
127,432-1-0,"Aku tidak tahu, aku tidak berpikir itu masuk akal, tapi dia jelas berbeda dari orang normal.",0,0,0,0,0,0,0,0,0,0,0,0,0
128,432-1-81,Apa dia baik-baik saja?,0,0,0,0,0,0,1,0,0,0,0,0,0
129,432-1-106,Aku hanya merasa ada penyakit di adikku bahwa kita belum tahu apa gangguan tersebut.,0,0,0,0,0,0,0,0,0,0,0,0,0
130,431-1-0,"Karena kami telah membawanya ke psikolog beberapa kali, dan psikolog sudah menyatakannya oke, hanya sedikit kurang sosial.",0,0,0,0,1,1,0,0,0,0,0,0,0
131,430-1-0,"Menurut dokter, sebenarnya kakak saya sakit apa yang salah dengan dia?",0,0,0,0,0,0,1,0,0,0,0,0,0
132,430-1-55,Di mana keluarga saya harus membawanya untuk dirawat?,0,0,0,0,0,0,1,0,0,0,0,0,0
133,429-1-0,"Misalnya, kami sedang berlibur.",0,0,0,0,0,0,0,0,0,0,0,0,1
134,429-1-31,"Di tempat wisata, dia tiba-tiba berkata 'Nyonya Siska sudah menikah, kan?",0,0,0,0,0,0,0,0,0,0,0,0,0
135,429-1-99,Nona Siska adalah salah satu mantan gurunya.,0,0,0,0,0,0,0,0,0,0,0,0,0
136,429-1-142,"Apa itu, dia suka berbicara tiba-tiba bahwa dia tidak terhubung.",0,0,0,1,0,0,0,0,0,0,0,0,0
137,428-1-0,"Yang menyebabkan dia tidak bisa bersosialisasi, berpikir, dan berkomunikasi seperti orang normal.",0,0,0,0,0,1,0,0,0,0,0,0,0
138,427-1-0,Ini tampaknya tidak mengembangkan logika dengan sangat baik.,0,0,0,1,0,0,0,0,0,0,0,0,0
139,427-1-51,"Dia tidak tahu yang kata-kata yang sopan dan yang tidak sopan, dia suka berbicara dengan dirinya sendiri, dia tidak bisa berkonsentrasi, logika tidak berjalan.",0,0,0,1,0,0,0,0,0,0,0,0,0
140,427-1-203,Bahkan berbicara seperti mengulang-ulang.,0,0,0,1,0,0,0,0,0,0,0,0,0
141,427-1-230,Dia juga suka melakukan gerakan tubuh berulang-ulang.,0,0,0,1,0,0,0,0,0,0,0,0,0
142,426-1-0,"Selamat siang, Dok.",0,0,0,0,0,0,0,0,0,0,0,0,0
143,426-1-18,"Aku punya seorang saudara, 17 tahun, seorang pria, tapi kurasa dia tidak tumbuh dengan baik.",1,1,0,1,0,0,0,0,0,0,0,0,0
144,425-1-0,Salam,0,0,0,0,0,0,0,0,0,0,0,1,0
145,424-1-0,Mari kita berharap itu membantu.,0,0,0,0,0,0,0,0,0,0,0,1,0
146,423-1-0,Rileks dengan meditasi atau yoga,0,0,0,0,1,0,0,0,0,0,0,0,0
147,422-1-0,Lakukan latihan rutin,0,0,0,0,1,0,0,0,0,0,0,0,0
148,421-1-0,"Cobalah untuk melakukan hal-hal perlahan-lahan, dikelilingi dengan mendengarkan musik yang Anda sukai",0,0,0,0,1,0,0,0,0,0,0,0,0
149,420-1-0,"Cobalah ketika Anda memiliki sesuatu untuk dilakukan, menulis di buku catatan atau telepon Anda sehingga Anda dapat mengingat apa yang belum Anda lakukan dan telah melakukan",0,0,0,0,1,1,0,0,0,0,0,0,0
150,419-1-0,Bertukar pikiran negatif dengan kegiatan positif yang Anda nikmati,0,0,0,0,1,0,0,0,0,0,0,0,0
151,418-1-0,Jangan sendirian,0,0,0,0,1,0,0,0,0,0,0,0,0
152,417-1-0,"Jika sulit untuk dikatakan, kau bisa menulisnya di buku catatan.",0,0,0,0,1,0,0,0,0,0,1,0,0
153,416-1-0,"Ceritakan tentang apa yang kau alami dengan orang yang kau percaya seperti teman, saudaraku.",0,0,0,0,1,0,0,0,0,0,0,0,0
154,415-1-0,Sudah cukup istirahatnya.,0,0,0,0,1,0,0,0,0,0,0,0,0
155,412-1-0,"Kondisi yang Anda alami juga dapat disebabkan oleh kondisi - kondisi lain seperti gangguan kecemasan, gangguan panik, gangguan stres traumatis, depresi, dan kondisi lainnya.",0,0,1,0,0,0,0,0,1,0,0,0,0
156,412-1-194,"Untuk menentukan penyebab kondisi Anda saat ini, Anda dapat berkonsultasi dengan psikiater atau psikolog.",0,0,0,0,1,0,0,0,0,0,0,0,0
157,412-1-307,"Dokter akan melakukan pemeriksaan dari wawancara singkat mengenai kondisi Anda, pemeriksaan fisik dan dukungan jika perlu.",0,0,0,0,1,0,0,0,0,0,0,0,0
158,412-1-456,"Jadi, mengetahui penyebab kondisi Anda saat ini dapat diberikan penanganan yang tepat.",0,0,0,0,0,1,0,0,0,0,0,0,0
159,411-1-0,"ADHD adalah gangguan mental dengan karakteristik yang sulit untuk difokuskan dan hiperaktif, yang sulit untuk tetap tenang dan bergerak. ini biasanya berasal dari anak-anak sebelum usia 12 tahun. AADHD juga dapat menyerang remaja dan orang dewasa, tetapi hanya ketika orang-orang sudah terkena ADHD dari penyakit kecil yang bertahan.",0,0,1,1,0,1,0,0,0,1,0,0,1
160,411-1-423,Keadaan dewasa ADHD tidak memiliki riwayat ADHD sebelumnya.,0,0,1,0,0,0,0,0,0,0,0,0,0
161,411-1-516,Jadi layak mengetahui jika Anda memiliki sejarah ADHD ketika Anda masih kecil?,0,0,1,0,0,0,0,0,0,0,0,0,0
162,407-1-0,Kami mengerti perasaanmu saat ini.,0,0,0,0,0,0,0,0,0,0,0,0,0
163,407-1-38,"Semua orang pasti mengalami kesedihan, tapi kesedihan ini bisa membaik dan tidak berlangsung lama.",0,0,0,0,0,1,0,0,0,0,0,0,0
164,407-1-147,"Kadang - kadang, ia dapat menghadapi kembali kesedihan demikian sewaktu disertai faktor pemicu.",0,0,0,0,0,1,0,0,0,1,0,0,0
165,407-1-240,"Tetapi jika ada gangguan dalam aktivitas sehari-hari, maka yang terbaik adalah untuk memiliki pemeriksaan lebih lanjut dan evaluasi.",0,0,0,0,1,1,0,0,0,0,0,0,0
166,404-1-0,Terima kasih sudah bertanya pada dokter.,0,0,0,0,0,0,0,1,0,0,0,0,0
167,403-1-0,"Puteri Alo,",0,0,0,0,0,0,0,1,0,0,0,0,0
168,400-1-0,"terbaik,",0,0,0,0,0,0,0,0,0,0,0,1,0
169,398-1-0,"Saya seorang peneliti dan saya bertugas di Vietnam, dan segala sesuatu di atas membuat saya sangat sulit untuk bekerja.",0,0,0,0,0,1,0,0,0,0,0,0,0
170,398-1-122,"Teman saya yang telah ADHD disarankan untuk bertanya, apakah ada daftar ADHD untuk mendiagnosa diri?",0,0,1,0,0,0,1,0,0,0,0,0,0
171,398-1-233,"Dan, apa yang dapat saya lakukan untuk mengurangi rasa takut dan membantu saya berfokus pada pekerjaan?",0,0,0,0,0,1,1,0,0,0,0,0,0
