,Unnamed: 0,id,text,Pasien,Usia pasien,Penyakit,Gejala,Tindakan,Outcome,Pertanyaan,Pembuka,Penyebab,Prakondisi,Objek,Penutup,Waktu
91,91,456-1-0,alodok orang dewasa memiliki adhd anak anak memiliki penyakit,0,0,1,0,0,0,1,1,0,0,0,0,0
92,92,456-1-138,perasaanku gejalaku berusia,0,1,0,0,0,0,0,0,0,0,0,0,0
93,93,456-1-240,memiliki konflik orang orang jalan mengemudi terbiasa kecepatan tertinggi,0,0,0,1,0,0,0,0,0,0,0,0,0
94,94,456-1-399,kadang kadang sulit santai mencoba bersantai menyadarinya berpikir berdiri kursi berjalan titik titik,0,0,0,1,0,0,0,0,0,0,0,0,0
95,95,456-1-648,pertanyaanku terima kasih,0,0,0,0,0,0,0,0,0,0,0,1,0
96,96,455-1-0,dr ainul,0,0,0,0,0,0,0,0,0,0,0,0,0
97,97,454-1-0,dorongan lakukan,0,0,0,0,0,0,0,0,0,0,0,0,0
98,98,453-1-0,semoga membantu,0,0,0,0,0,0,0,0,0,0,0,1,0
99,99,452-1-0,saran mengundang wali anak diskusi,0,0,0,0,1,0,0,0,0,0,0,0,0
100,100,452-1-67,mintalah bimbingan pakar dokter psikiater psikolog pengarahan memilih jenis sekolah terbaik,0,0,0,0,1,1,0,0,0,0,0,0,0
101,101,451-1-0,sehubungan gejala gejala anak mengidap adhd berbeda beda taraf,0,0,1,0,0,0,0,0,0,0,0,0,0
102,102,451-1-92,tergantung intensif pengobatan,0,0,0,0,0,0,0,0,1,0,0,0,0
103,103,451-1-166,mustahil anak memiliki adhd mengikuti sekolah sekolah sekolah inklusif berdampingan usia normal,0,0,1,0,0,1,0,0,0,0,0,0,0
104,104,451-1-315,gejalanya cenderung parah memaksa pergi sekolah sekolah sekolah sekolah inklusif membahayakan anak,0,0,0,0,1,1,0,0,0,0,0,0,0
105,105,451-1-483,guru sekolah dilatih menghadapi anak anak adhd mempelajari timbul,0,0,1,0,0,0,0,0,0,0,0,0,0
106,106,450-1-0,adhd gangguan mental menyulitkan penderita fokus cenderung bersikap impulsif hiperaktif,0,0,1,1,0,0,0,0,0,0,0,0,0
107,107,450-1-177,perawatan adhd mengganggu kinerja belajar anak,0,0,1,0,0,1,0,0,0,0,0,0,0
108,108,450-1-279,gangguan diharapkan terdeteksi diobati pakar memperbaiki mutu kehidupan si penderita,0,0,0,0,1,1,0,0,0,0,0,0,0
109,109,448-1-0,halo terima kasih,0,0,0,0,0,0,0,1,0,0,0,0,0
110,110,449-1-0,mengacu adhd,0,0,0,0,0,0,1,0,0,0,0,0,0
111,111,447-1-0,dokter anak adhd sekolah anak adhd sekolah anak anak adhd pergi sekolah,0,0,1,0,1,1,1,1,0,0,0,0,0
112,112,446-1-0,semoga membantu,0,0,0,0,0,0,0,0,0,0,0,1,0
113,113,445-1-0,menghadiri gaya hidup sehat,0,0,0,0,1,0,0,0,0,0,0,0,0
114,114,444-1-0,membantu memilih lingkungan sosial untuknya,0,0,0,0,1,0,0,0,0,0,0,0,0
115,115,443-1-0,"jauhkan alkohol rokok narkotika, alkohol, psikotropika, zat adiktif",0,0,0,0,1,0,0,0,0,0,1,0,0
116,116,442-1-0,batasi penggunaan gadget,0,0,0,0,1,0,0,0,0,0,0,0,0
117,117,441-1-0,biarkan adikmu membahayakan,0,0,0,0,1,0,0,0,0,0,0,0,0
118,118,440-1-0,ajarkan adikmu merawat melatihnya mandiri meningkatkan empatinya orang orang benda benda,0,0,0,0,1,0,0,0,0,0,0,0,0
119,119,439-1-0,mintalah kakak berinteraksi mengenal membantunya menemukan jalan memperlakukannya lembut nyaman,0,0,0,0,1,1,0,0,0,0,0,0,0
120,120,438-1-0,bersabarlah berkoordinasilah anggota keluarga memperbaiki kondisi adik,0,0,0,0,1,0,0,0,0,0,0,0,0
121,121,437-1-0,lakukan adik,0,0,0,0,1,0,0,0,0,0,0,0,0
122,122,436-1-0,mendapati kondisi adik wajar menyarankan menemani langsung dokter psikiater wawancara kejiwaan mendalam pekerjaan darah ct scan eegs tes dukungan kebanyakan dokter menentukan penerapan,0,0,0,0,1,1,0,0,0,1,0,0,0
123,123,435-1-0,memilah milah buruk kali berbicara kali gerakan tubuh berulang ulang konsentrasi sulit keterampilan berpikir logis nyamuk berbicara sulit bersosialisasi keterampilan berkomunikasi terganggu variasi pikiran perilaku perilaku normal,0,0,0,1,0,0,0,0,0,0,0,0,0
124,124,435-1-382,mengganggu orang orang bertahan membuatnya terbatas usia kanak kanak diperiksa sulit spektim specorder gangguan kekurangan hiperaktif keterbelakangan mental gangguan kepribadian schizoaffectction skizofrenia,0,0,1,0,1,1,0,0,0,0,0,0,0
125,125,434-1-0,halo terima kasih,0,0,0,0,0,0,0,1,0,0,0,0,0
126,126,433-1-0,terima kasih dok,0,0,0,0,0,0,0,0,0,0,0,1,0
127,127,432-1-0,berpikir masuk akal berbeda orang normal,0,0,0,0,0,0,0,0,0,0,0,0,0
128,128,432-1-81,,0,0,0,0,0,0,1,0,0,0,0,0,0
129,129,432-1-106,penyakit adikku gangguan,0,0,0,0,0,0,0,0,0,0,0,0,0
130,130,431-1-0,membawanya psikolog kali psikolog menyatakannya oke sosial,0,0,0,0,1,1,0,0,0,0,0,0,0
131,131,430-1-0,dokter kakak sakit salah,0,0,0,0,0,0,1,0,0,0,0,0,0
132,132,430-1-55,keluarga membawanya dirawat,0,0,0,0,0,0,1,0,0,0,0,0,0
133,133,429-1-0,berlibur,0,0,0,0,0,0,0,0,0,0,0,0,1
134,134,429-1-31,wisata nyonya siska menikah,0,0,0,0,0,0,0,0,0,0,0,0,0
135,135,429-1-99,nona siska salah mantan gurunya,0,0,0,0,0,0,0,0,0,0,0,0,0
136,136,429-1-142,suka berbicara terhubung,0,0,0,1,0,0,0,0,0,0,0,0,0
137,137,428-1-0,menyebabkan bersosialisasi berpikir berkomunikasi orang normal,0,0,0,0,0,1,0,0,0,0,0,0,0
138,138,427-1-0,mengembangkan logika,0,0,0,1,0,0,0,0,0,0,0,0,0
139,139,427-1-51,sopan sopan suka berbicara berkonsentrasi logika berjalan,0,0,0,1,0,0,0,0,0,0,0,0,0
140,140,427-1-203,berbicara mengulang ulang,0,0,0,1,0,0,0,0,0,0,0,0,0
141,141,427-1-230,suka gerakan tubuh berulang ulang,0,0,0,1,0,0,0,0,0,0,0,0,0
142,142,426-1-0,selamat siang dok,0,0,0,0,0,0,0,0,0,0,0,0,0
143,143,426-1-18,saudara pria kurasa tumbuh,1,1,0,1,0,0,0,0,0,0,0,0,0
144,144,425-1-0,salam,0,0,0,0,0,0,0,0,0,0,0,1,0
145,145,424-1-0,mari berharap membantu,0,0,0,0,0,0,0,0,0,0,0,1,0
146,146,423-1-0,rileks meditasi yoga,0,0,0,0,1,0,0,0,0,0,0,0,0
147,147,422-1-0,lakukan latihan rutin,0,0,0,0,1,0,0,0,0,0,0,0,0
148,148,421-1-0,cobalah perlahan lahan dikelilingi mendengarkan musik sukai,0,0,0,0,1,0,0,0,0,0,0,0,0
149,149,420-1-0,cobalah memiliki menulis buku catatan telepon lakukan,0,0,0,0,1,1,0,0,0,0,0,0,0
150,150,419-1-0,bertukar pikiran negatif kegiatan positif nikmati,0,0,0,0,1,0,0,0,0,0,0,0,0
151,151,418-1-0,,0,0,0,0,1,0,0,0,0,0,0,0,0
152,152,417-1-0,sulit menulisnya buku catatan,0,0,0,0,1,0,0,0,0,0,1,0,0
153,153,416-1-0,ceritakan alami orang percaya teman saudaraku,0,0,0,0,1,0,0,0,0,0,0,0,0
154,154,415-1-0,istirahatnya,0,0,0,0,1,0,0,0,0,0,0,0,0
155,155,412-1-0,kondisi alami disebabkan kondisi kondisi gangguan kecemasan gangguan panik gangguan stres traumatis depresi kondisi,0,0,1,0,0,0,0,0,1,0,0,0,0
156,156,412-1-194,menentukan penyebab kondisi berkonsultasi psikiater psikolog,0,0,0,0,1,0,0,0,0,0,0,0,0
157,157,412-1-307,dokter pemeriksaan wawancara singkat kondisi pemeriksaan fisik dukungan,0,0,0,0,1,0,0,0,0,0,0,0,0
158,158,412-1-456,penyebab kondisi penanganan,0,0,0,0,0,1,0,0,0,0,0,0,0
159,159,411-1-0,adhd gangguan mental karakteristik sulit difokuskan hiperaktif sulit tenang bergerak berasal anak anak usia aadhd menyerang remaja orang dewasa orang orang terkena adhd penyakit bertahan,0,0,1,1,0,1,0,0,0,1,0,0,1
160,160,411-1-423,dewasa adhd memiliki riwayat adhd,0,0,1,0,0,0,0,0,0,0,0,0,0
161,161,411-1-516,layak memiliki sejarah adhd,0,0,1,0,0,0,0,0,0,0,0,0,0
162,162,407-1-0,mengerti perasaanmu,0,0,0,0,0,0,0,0,0,0,0,0,0
163,163,407-1-38,orang mengalami kesedihan kesedihan membaik,0,0,0,0,0,1,0,0,0,0,0,0,0
164,164,407-1-147,kadang kadang menghadapi kesedihan disertai faktor pemicu,0,0,0,0,0,1,0,0,0,1,0,0,0
165,165,407-1-240,gangguan aktivitas sehari terbaik memiliki pemeriksaan evaluasi,0,0,0,0,1,1,0,0,0,0,0,0,0
166,166,404-1-0,terima kasih dokter,0,0,0,0,0,0,0,1,0,0,0,0,0
167,167,403-1-0,puteri halo,0,0,0,0,0,0,0,1,0,0,0,0,0
168,168,400-1-0,terbaik,0,0,0,0,0,0,0,0,0,0,0,1,0
169,169,398-1-0,peneliti bertugas vietnam sulit,0,0,0,0,0,1,0,0,0,0,0,0,0
170,170,398-1-122,teman adhd disarankan daftar adhd mendiagnosa,0,0,1,0,0,0,1,0,0,0,0,0,0
171,171,398-1-233,lakukan mengurangi takut membantu berfokus pekerjaan,0,0,0,0,0,1,1,0,0,0,0,0,0
172,172,398-1-353,terima kasih silakan bantuannya,0,0,0,0,0,0,0,0,0,0,0,1,0
173,173,394-1-0,minggu keluarga teman teman meninggal dunia,0,0,0,0,0,0,0,0,1,0,0,0,1
174,174,394-1-64,mengalami sulit fokus mengalami kesulitan mengatur prioritas berhenti sedih mudah diekstrapolasi pekerjaan takut memiliki sulit tidur,0,0,0,1,0,1,0,0,0,0,0,0,0
175,175,394-1-400,takut pagi,0,0,0,0,0,1,0,0,0,0,0,0,0
176,176,392-1-0,dokter,0,0,0,0,0,0,0,1,0,0,0,0,0
177,177,391-1-0,salam,0,0,0,0,0,0,0,0,0,0,0,1,0
178,178,390-1-0,mari berharap membantu,0,0,0,0,0,0,0,0,0,0,0,1,0
179,179,389-1-0,luangkan anak,0,0,0,0,1,0,0,0,0,0,0,0,0
180,180,388-1-0,membawa anak anak aktivitas fisik menit sehari,0,0,0,0,1,0,0,0,0,0,0,0,1
181,181,387-1-0,anak anak menonton televisi bermain video game ponsel komputer,0,0,0,0,1,0,0,0,0,0,0,0,0
182,182,386-1-0,atur jadwal tidur anak anak teratur,0,0,0,0,1,0,0,0,0,0,0,0,0
183,183,385-1-0,bantulah anak mengatur kehidupannya mengelola kegiatannya menjaga lingkungannya rapi,0,0,0,0,1,0,0,0,0,0,0,0,0
184,184,384-1-0,anjuran saudara lakukan,0,0,0,0,0,0,0,0,0,0,0,0,1
185,185,383-1-0,kondisi anak adhd,1,0,1,0,0,0,0,0,0,0,0,0,0
186,186,383-1-129,anak sulit berkonsentrasi hiperaktif menderita adhd,0,0,1,1,0,0,0,0,0,0,0,0,0
187,187,383-1-206,mendiagnosa adhd membutuhkan serangkaian pemeriksaan evaluasi,0,0,1,0,1,0,0,0,0,0,0,0,0
188,188,383-1-290,bijaksana berkonsultasi dokter anak pemeriksaan menentukan kondisi si anak normal kondisi adhd,0,0,1,0,1,0,0,0,0,0,0,0,0
189,189,382-1-0,perkembangan bermotor fisik emosional perkembangan sosial anak anak berkembang usia,0,0,0,0,0,1,0,0,0,0,0,0,0
190,190,382-1-99,faktor genetis lingkungan mempengaruhi perkembangan anak,0,0,0,0,0,1,0,0,1,0,0,0,0
191,191,382-1-167,keberadaan anak perasaannya anak memiliki aktivitas menyalurkan energi ketidaknyamanan anak menyebabkan kondisi sulit anak mengatur emosi aktivitasnya,0,0,1,0,0,1,0,0,1,0,0,0,0
192,192,382-1-584,gejala adhd anak muncul berusia,0,0,1,0,0,0,0,0,0,0,0,0,0
193,193,382-1-647,gejala adhd sulit difokuskan perilaku hiperaktif impulsif,0,0,0,1,0,0,0,0,0,0,0,0,0
194,194,375-1-0,terima kasih dokter,0,0,0,0,0,0,0,1,0,0,0,0,0
195,195,374-1-0,halo maurha,0,0,0,0,0,0,0,1,0,0,0,0,0
196,196,244-1-0,doc anak september,1,1,0,0,0,0,0,0,0,0,0,0,0
197,197,244-1-61,pikir ekspresionis perilaku kebanyakan anak anak,0,0,0,1,0,0,0,0,0,0,0,0,0
198,198,244-1-157,bersemangat bicara kewalahan sulit tenang sulit menunggu gilirannya duduk diam tangan kaki duduk berlari mendaki sulit bermain diam diam sulit bersantai mengganggu orang orang melanjutkan,0,0,0,1,0,0,0,0,0,0,0,0,0
199,199,244-1-507,duduk duduk melompat lompat,0,0,0,1,0,0,0,0,0,0,0,0,0
200,200,244-1-545,normal anak anak mengalami gejala adhd,0,0,1,1,0,0,1,0,0,0,0,0,0
201,201,243-1-0,bermanfaat,0,0,0,0,0,0,0,0,0,0,0,1,0
202,202,243-1-55,terima kasih,0,0,0,0,0,0,0,0,0,0,0,1,0
203,203,242-1-0,memeriksa anak psikiater anak pemeriksaan penanganan kondisi adhd anak,1,0,1,0,1,1,0,0,0,0,0,0,0
204,204,241-1-0,terapi gejala adhd diatasi menyebabkan gangguan sosial prestasi sekolah buruk berkembang gangguan kepribadian antisosial dewasa,0,0,0,0,0,1,0,0,0,1,0,0,1
205,205,240-1-0,gejala adhd meningkat terapi personel medis disertai dukungan keluarga,0,0,1,0,1,1,0,0,0,0,0,0,0
206,206,240-1-117,memulihkan kondisi adhd disesuaikan gejala tingkat keparahan gejala anak,0,0,1,0,0,0,0,0,0,0,0,0,0
207,207,239-1-0,terapi adhd mencakup mengajar keluarga keluarga menangani anak anak adhd diajarkan menerapkan pujian hukuman perilaku mengarahkan kegiatan sehari anak tingkat kemampuan,1,0,1,0,1,0,0,0,0,0,0,0,0
208,208,238-1-0,sepenuhnya disembuhkan dikendalikan psikoterapi obat obatan mendukung kualitas hidupnya produktivitas rumah sekolah,0,0,0,0,1,1,0,0,0,0,1,0,0
209,209,237-1-0,adhd attention deficit hyperactivity disorder gangguan mental anak anak ditandai anak anak sulit fokus perilaku impulsif hiperaktif,0,0,1,1,0,0,0,0,0,0,0,0,0
210,210,236-1-0,halo terima kasih dokter halo,0,0,0,0,0,0,0,1,0,0,0,0,0
211,211,235-1-0,terima kasih,0,0,0,0,0,0,0,0,0,0,0,1,0
212,212,234-1-0,adhd mengikuti thrapy,1,0,1,0,1,0,1,0,0,1,0,0,0
213,213,233-1-0,halo doc terapi anak terkendali,1,0,1,0,0,1,1,1,0,0,0,0,0
214,214,232-1-0,terima kasih berharap membantu,0,0,0,0,0,0,0,0,0,0,0,1,0
215,215,231-1-0,bersabarlah kondisi si anak penderita adhd membutuhkan perawatan khusus,1,0,0,0,1,0,0,0,1,0,0,0,0
216,216,231-1-127,kontrol rutin dokter anak psikiater terapi anak,1,0,0,0,1,0,0,0,0,0,0,0,0
217,217,230-1-0,jenis makanan dimakan penderita adhd makanan berprotein otak kacang daging telur keju ikan tuna salmon,0,0,1,0,0,1,0,0,0,0,1,0,0
218,218,230-1-178,penderita adhd menyantap makanan rendah karbohidrat bijaksana membatasi gula nasi putih kentang,0,0,1,0,0,0,0,0,0,0,1,0,0
219,219,230-1-336,makan dibatasi,0,0,0,0,1,0,0,0,0,0,0,0,0
220,220,230-1-379,makan makanan pengawet makanan cepat saji makanan beku makanan ringan dikemas,0,0,0,0,1,0,0,0,0,0,1,0,0
221,221,229-1-0,adhd defisit perhatian gangguan hiperaktif salah jenis gangguan mental ditandai anak anak sulit berfokus berperilaku impulsif hiperaktif,0,0,1,1,0,0,0,0,0,0,0,0,0
222,222,229-1-185,diagnosa adhd ditegakkan kolaborasi dokter anak psikiater wawancara mendalam terkait,0,0,1,0,1,0,0,0,0,0,0,0,0
223,223,229-1-320,adhd diobati obat psikoterapi tujuan mengurangi gejala adhd memaksimalkan penderita menjalani kehidupan normal,0,0,1,1,1,1,0,0,0,0,0,0,0
224,224,228-1-0,halo terima kasih dokter,0,0,0,0,0,0,0,1,0,0,0,0,0
225,225,226-1-0,dok anakku berumur bingung anak anak makan mencoba diet kulitnya tipis diet hiper nya meningkat solusi dokter,1,1,1,0,1,1,1,0,0,1,0,0,1
226,226,225-1-0,semoga membantu,0,0,0,0,0,0,0,0,0,0,0,1,0
227,227,224-1-0,bijaksana pemeriksaan langsung dokter anak,0,0,0,0,1,0,0,0,0,0,0,0,0
228,228,224-1-103,dokter anak psikiater psikiatrist menyediakan psikoterapi pengobatan disesuaikan kondisi adik,0,0,0,0,1,0,0,0,0,1,0,0,0
229,229,223-1-0,penderita adhd perhatian perilaku impulsif perilaku hiperaktif sulit difokuskan pindah,0,0,1,1,0,0,0,0,0,0,0,0,0
